"","","","","","","","","","","","",""
"","A583689B02","グローブエナジー（株）北日本支社","新美　勉","青森市問屋町２丁目１－１１","017-738-4434","太陽光","49.2 ","青森県青森市浪岡浪岡細田１１４－１","0","49.9 ","Tuesday, February 05, 2013","開示不同意"
"","A583717B02","合資会社江渡旅館","江渡創","三戸郡五戸町神明後２－２","0178-62-6600","太陽光","30.0 ","青森県三戸郡五戸町神明後２－２","0","30.0 ","Tuesday, February 05, 2013","-"
"","A583718B02","合資会社江渡旅館","江渡創","三戸郡五戸町神明後２－２","0178-62-6600","太陽光","22.0 ","青森県三戸郡五戸町新町７－３","0","22.0 ","Tuesday, February 05, 2013","-"
"","A583763B02","大石　治男","","","","太陽光","21.2 ","青森県八戸市江陽５－１４－１６","0","22.5 ","Tuesday, February 05, 2013","-"
"","A583785B02","株式会社　階上設備工業","階上　文男","八戸市大字妙字花生３５番地の２","0178-25-0258","太陽光","49.0 ","青森県八戸市大字妙字大開４８－５","3","49.0 ","Tuesday, February 05, 2013","-"
"","A583827B02","丹野　豊成","","","","太陽光","49.2 ","青森県上北郡東北町旭北４－５８３－１","0","49.9 ","Monday, February 04, 2013","開示不同意"
"","A583828B02","丹野　豊成","","","","太陽光","49.2 ","青森県上北郡東北町旭北４－５８３－１","0","49.9 ","Monday, February 04, 2013","開示不同意"
"","A584550B02","北日本計装株式会社","千田　秀一","八戸市石堂２－１－３３","0178-20-2311","太陽光","20.0 ","青森県八戸市城下１－１８－３","0","20.0 ","Tuesday, February 05, 2013","開示不同意"
"","A584595B02","第一農産株式会社","長谷川　剛","青森県八戸市糠塚字平中２２－５２","","太陽光","48.0 ","青森県八戸市諏訪２－２２－２","0","49.0 ","Wednesday, February 06, 2013","-"
"","A584880B02","有限会社　共立印刷所","米田　博美","十和田市東四番町１の４１","0176-23-3060","太陽光","48.0 ","青森県十和田市三本木字下平１５２－１","0","48.0 ","Tuesday, February 05, 2013","0-20%"
"","A584881B02","有限会社　共立印刷所","米田　博美","十和田市東四番町１の４１","0176-23-3060","太陽光","48.0 ","青森県十和田市三本木字下平１５２－１","0","48.0 ","Tuesday, February 05, 2013","0-20%"
"","A584909B02","田中　正光","","","","太陽光","22.0 ","青森県上北郡おいらせ町阿光坊１７－１","0","24.3 ","Tuesday, February 05, 2013","-"
"","A584952B02","有限会社三沢管工事","中村　俊男","三沢市大字三沢字園沢３５－５","0176-50-7207","太陽光","49.5 ","青森県三沢市大字三沢字中平２５－９","0","49.5 ","Thursday, February 07, 2013","-"
"","A584977B02","株式会社サテライト六戸","代表取締役　有賀　正和","上北郡六戸町大字犬落瀬字坪毛沢１４６","03-6809-3822","太陽光","1,100.0 ","青森県上北郡六戸町犬落瀬字坪毛沢１４６","0","1,245.4 ","Thursday, February 07, 2013","開示不同意"
"","A584986B02","東北物産株式会社","代表取締役　齊藤　タエ子","弘前市大字一町田字早稲田７７０－２","0172-82-3859","太陽光","682.9 ","青森県弘前市一町田字早稲田８０８","0","772.2 ","Tuesday, February 12, 2013","開示不同意"
"","A585323B02","砂渡　勝彦","","","","太陽光","49.5 ","青森県上北郡六戸町犬落瀬字堀切沢６０−１０４０","0","50.9 ","Wednesday, February 13, 2013","-"
"","A585397B02","有限会社東北ファーム","代表取締役　山本　彌一","三沢市岡三沢１－１－８４","0176-59-2266","太陽光","6,000.0 ","青森県上北郡六戸町大字折茂字沖山１０－４５他１８筆","0","7,350.7 ","Wednesday, February 13, 2013","運転開始前"
"","A585426B02","株式会社イークラウド","山本　善範","弘前市大字扇町２－４－３","0172-88-5106","太陽光","30.0 ","青森県弘前市扇町２－４－３","0","30.0 ","Friday, February 15, 2013","開示不同意"
"","A585445B02","長瀬　隆信","","","","太陽光","21.8 ","青森県八戸市大字田向字土岡河原３８－３","0","21.8 ","Monday, February 18, 2013","開示不同意"
"","A585454B02","吉村　敏文","","","","太陽光","49.5 ","青森県上北郡おいらせ町二川目４－７３－９６６","0","49.5 ","Monday, February 18, 2013","-"
"","A585523B02","株式会社　丸一河村","河村　和男","八戸市小中野八丁目１５－２３","0178-44-0173","太陽光","48.8 ","青森県八戸市湊町館鼻５９－２","0","50.2 ","Monday, February 18, 2013","-"
"","A585526B02","株式会社河野電気工業","河野　みさ","上北郡六戸町犬落瀬字下久保１－２４３","0176-55-4662","太陽光","49.5 ","青森県上北郡六戸町小松ケ丘４－７７－１１８０","0","49.5 ","Monday, February 18, 2013","-"
"","A585876B02","弘果弘前中央青果株式会社","代表取締役　大中　忠","弘前市大字末広１－２－１","0172-27-5511","太陽光","298.9 ","青森県弘前市大字末広１－２－１","0","298.9 ","Friday, February 15, 2013","開示不同意"
"","A586165B02","株式会社高橋","高橋　博志","三沢市新町２－１２１－１３４","0176-53-4175","太陽光","36.6 ","青森県三沢市新町２−３１−２１７１","0","36.6 ","Friday, February 22, 2013","-"
"","A586265B02","河野　豊","","","","太陽光","49.5 ","青森県上北郡おいらせ町深沢１－１７８－１","0","49.5 ","Friday, February 22, 2013","-"
"","A586268B02","有限会社おいらせ都市開発","新井山　貴之","上北郡六戸町犬落瀬字坪毛沢４８２","0176-55-5557","太陽光","49.5 ","青森県上北郡六戸町小松ケ丘１－７７－３９","0","49.5 ","Friday, February 22, 2013","-"
"","A586269B02","新井山　康之","","","","太陽光","49.5 ","青森県上北郡六戸町小松ケ丘１－７７－３９","0","49.5 ","Friday, February 22, 2013","-"
"","A586358B02","合同会社Ｎｏｒｔｈ　Ｐｏｗｅｒ．ＪＰ","川越　園子","青森県青森市港町２－１０－１３","017-764-0207","太陽光","250.0 ","青森県三沢市大字三沢字早稲田４２２－１２８","0","294.0 ","Tuesday, February 19, 2013","開示不同意"
"","A586362B02","藤田　秀行","","","","太陽光","750.0 ","青森県八戸市南郷区大字市野沢字イキレ窪１－１","2","820.0 ","Tuesday, February 19, 2013","開示不同意"
"","A587009B02","サニーヘルス株式会社","西村　正弘","長野県長野市稲葉１６６１","03-6701-3000","太陽光","1,000.0 ","青森県八戸市大字河原木字八太郎山４－２５４","2","1,300.2 ","Friday, March 08, 2013","0-20%"
"","A587010B02","サニーヘルス株式会社","西村　正弘","長野県長野市稲葉１６６１","03-6701-3000","太陽光","1,000.0 ","青森県八戸市大字河原木字八太郎山４－２５２","0","1,310.3 ","Friday, March 08, 2013","0-20%"
"","A587011B02","八戸八太郎山ソーラーパークＳｏｕｔｈ","森川　健太郎","東京都品川区東五反田２－１０－２","03-5789-9536","太陽光","1,000.0 ","青森県八戸市大字河原木字八太郎山４－３５０","0","1,300.2 ","Friday, March 08, 2013","0-20%"
"","A587012B02","株式会社アイビス・キャピタル・パートナーズ","中條　喜一郎","中央区銀座４－１２－１５","03-3524-1211","太陽光","1,000.0 ","青森県八戸市大字河原木字八太郎山４－３４９","0","1,330.8 ","Friday, March 08, 2013","0-20%"
"","A587031B02","有限会社マルショウ農園","後村　昇","上北郡おいらせ町豊栄二丁目１４４","0178-53-2659","太陽光","26.9 ","青森県上北郡おいらせ町豊栄２－１４４","0","27.0 ","Thursday, February 28, 2013","-"
"","A587079B02","河野　崇","","","","太陽光","49.5 ","青森県上北郡六戸町小松ケ丘４－７７－１１９０","0","49.5 ","Thursday, February 28, 2013","-"
"","A587100B02","株式会社佐々木商会","佐々木　康之","八戸市城下３－９－１０","0178-43-2632","太陽光","48.8 ","青森県八戸市城下３－９－１０","0","9,399.0 ","Thursday, February 28, 2013","-"
"","A587112B02","株式会社ササキハウジングカンパニー","佐々木　康之","八戸市城下３－９－１０","0178-43-2632","太陽光","20.4 ","青森県八戸市南類家３－７－２５","0","3,856.0 ","Thursday, February 28, 2013","-"
"","A587207B02","株式会社中村建設工業","代表取締役　中村やす子","上北郡東北町中村道ノ下２－３","0175-62-2042","太陽光","49.5 ","青森県上北郡東北町中村道ノ下１－１","0","51.8 ","Thursday, February 28, 2013","開示不同意"
"","A587224B02","株式会社漆舘組","代表取締役　漆舘　正博","上北郡六戸町犬落瀬字柳沢９１－２","0176-53-6148","太陽光","33.0 ","青森県十和田市三本木字東小稲１７４－２１５","2","34.5 ","Thursday, February 28, 2013","-"
"","A587244B02","株式会社　サニーウェルコーポレーション","川村　岩次郎","八戸市豊崎町字高張６－２","0178-23-2421","太陽光","49.2 ","青森県八戸市田面木字上野道下タ１－１","0","49.2 ","Thursday, February 28, 2013","-"
"","A587245B02","株式会社　サニーウェルコーポレーション","川村　岩次郎","八戸市豊崎町字高張６－２","0178-23-2421","太陽光","49.2 ","青森県八戸市田面木字山道下タ７－２","0","49.2 ","Thursday, February 28, 2013","-"
"","A587248B02","株式会社　サニーウェルコーポレーション","川村　岩次郎","八戸市豊崎町字高張６－２","0178-23-2421","太陽光","49.2 ","青森県八戸市田面木字山道下タ７－２","0","49.2 ","Thursday, February 28, 2013","-"
"","A588196B02","青森エコクリエイション株式会社","松橋　博基","青森市里見１－２２－３５","017-757-8260","太陽光","731.8 ","青森県青森市大字鶴ケ坂字早稲田２４１－１外","0","731.8 ","Thursday, February 28, 2013","開示不同意"
"","A588598B02","長久保食品　株式会社","長久保　忠則","上北郡東北町字田ノ沢３０","0175-62-2119","太陽光","27.3 ","青森県上北郡東北町田ノ沢３０","0","28.8 ","Friday, March 01, 2013","-"
"","A588661B02","有限会社　大裕","奈良岡　大輔","青森市四ツ石字下川原２５－９","017-728-8433","太陽光","49.2 ","青森県青森市四ツ石字下川原２５－９","0","49.2 ","Friday, March 01, 2013","-"
"","A588671B02","有限会社　大裕","奈良岡　大輔","青森市富田一丁目１７－６","0172-62-7515","太陽光","49.5 ","青森県青森市浪岡下十川字白鳥沼１１６－２","0","49.5 ","Friday, March 01, 2013","-"
"","A588686B02","弘前ガス株式会社","取締役社長　齊藤嘉春","弘前市大字松ケ枝１丁目２番地１","0172-27-9100","太陽光","20.6 ","青森県弘前市松ケ枝１－３－２","0","21.4 ","Friday, March 01, 2013","開示不同意"
"","A588715B02","三光石油瓦斯株式会社","代表取締役社長　川守田利文","三沢市南町３丁目３１番２９２８","0176-53-3065","太陽光","30.0 ","青森県青森市浪岡徳才子船岡１－５","1","32.3 ","Friday, March 01, 2013","0-20%"
"","A589697B02","株式会社津軽りんご市場","大中　忠","北津軽郡板柳町大字三千石字二潟２１－３","0172-72-1211","太陽光","199.8 ","青森県北津軽郡板柳町大字三千石字二潟２１－３","0","200.1 ","Friday, March 01, 2013","-"
"","A589699B02","三井不動産株式会社","菰田　正信","中央区日本橋室町２－１－１","03-3246-3319","太陽光","7,000.0 ","青森県八戸市北インター工業団地５　三井不動産八戸太陽光発電所","0","8,077.0 ","Friday, March 01, 2013","開示不同意"
"","A589708B02","株式会社フーマイスターエレクトロニクス","武石　健次","千代田区内神田２－３－３","03-3254-6351","太陽光","1,960.0 ","青森県上北郡六戸町小松ヶ丘１－７７－３８４","4","1,960.0 ","Friday, March 01, 2013","0-20%"
"","A589711B02","東京製綱株式会社","浅野　正也","東京都中央区日本橋３－６－２","03-6366-7777","太陽光","1,980.0 ","青森県八戸市河原木字蓮沼１－５他","0","2,079.0 ","Friday, March 01, 2013","開示不同意"
"","A589716B02","エナジーアンドパートナーズ株式会社","石田　智也","東京都中央区八重洲１－３－７","03-6202-1770","太陽光","1,481.4 ","青森県上北郡六戸町大字犬落瀬字坪毛沢２５－１１８","4","1,500.9 ","Friday, March 01, 2013","100%-"
"","A589717B02","エナジーアンドパートナーズ株式会社","石田　智也","東京都中央区八重洲１－３－７","03-6202-1770","太陽光","1,475.2 ","青森県上北郡六戸町大字犬落瀬字坪毛沢２５－１１８","4","1,526.4 ","Friday, March 01, 2013","100%-"
"","A589718B02","エナジーアンドパートナーズ株式会社","石田　智也","東京都中央区八重洲１－３－７","03-6202-1770","太陽光","1,479.4 ","青森県上北郡六戸町大字犬落瀬字坪毛沢２５－１１８","4","1,769.6 ","Friday, March 01, 2013","100%-"
"","A589719B02","エナジーアンドパートナーズ株式会社","石田　智也","東京都中央区八重洲１－３－７","03-6202-1770","太陽光","1,750.0 ","青森県上北郡六戸町大字犬落瀬字坪毛沢２５－１１８","4","2,258.6 ","Friday, March 01, 2013","100%-"
"","A589771B02","広和計装株式会社","三浦　幸廣","八戸市長苗代字上碇田６－１","0178-27-1245","太陽光","21.9 ","青森県八戸市長苗代字上碇田６－１","0","21.9 ","Wednesday, March 06, 2013","-"
"","A589809B02","株式会社　サイトーホーム","齋藤　定義","青森市浜館１丁目６－１１","017-741-0111","太陽光","20.0 ","青森県青森市浜館１－６－１１","0","20.0 ","Wednesday, March 06, 2013","-"
"","A589833B02","株式会社　サニーウェルコーポレーション","川村　岩次郎","八戸市豊崎町字高張６－２","0178-23-2421","太陽光","49.2 ","青森県八戸市豊崎町字上永福寺６４－１","0","49.2 ","Wednesday, March 06, 2013","-"
"","A589842B02","株式会社　サニーウェルコーポレーション","川村　岩次郎","八戸市豊崎町字高張６－２","0178-23-2421","太陽光","49.2 ","青森県八戸市豊崎町字上永福寺６４－１","0","49.2 ","Wednesday, March 06, 2013","-"
"","A589903B02","桜田　真悦","","","","太陽光","46.4 ","青森県十和田市元町東４－６２－７","0","49.9 ","Wednesday, March 06, 2013","-"
"","A590013B02","市澤　俊和","","","","太陽光","27.4 ","青森県上北郡おいらせ町洋光台３‐３‐１","0","27.6 ","Wednesday, March 06, 2013","開示不同意"
"","A590117B02","東亜電機株式会社","佐々木　光男","上北郡おいらせ町東下谷地１２６－３","0178-52-7511","太陽光","49.5 ","青森県上北郡おいらせ町東下谷地１２６－３","0","49.5 ","Wednesday, March 06, 2013","-"
"","A590119B02","有限会社サウンドシーガル","中村　信蔵","八戸市鮫町字四郎蒔目１７－５１１","0178-31-2111","太陽光","49.5 ","青森県八戸市鮫町字四郎蒔目１７－５１１","0","49.5 ","Wednesday, March 06, 2013","-"
"","A590565B02","株式会社吉田産業","吉田　誠夫","八戸市大字廿三日町２","0178-47-8114","太陽光","750.0 ","青森県三戸郡五戸町大字扇田字長下タ２－１８１","1","750.0 ","Tuesday, March 05, 2013","開示不同意"
"","A590571B02","東北自然エネルギー株式会社","倉田　雅人","宮城県仙台市青葉区一番町三丁目７番１号","022-217-0755","太陽光","421.2 ","青森県西津軽郡鰺ヶ沢町北浮田町字外馬屋１９２－１地内","0","421.2 ","Tuesday, March 05, 2013","20-40%"
"","A591032B02","エネワンソーラーパーク六ヶ所村共同事業体","森田　政敏","千代田区平河町２－４－１３ノーブルコート平河町２０５","03-6261-0033","太陽光","1,920.0 ","青森県上北郡六ヶ所村大字尾駮字弥栄平２１９－２、２６７、字上尾駮７２－１","0","2,293.7 ","Wednesday, March 06, 2013","開示不同意"
"","A591035B02","八戸液化ガス株式会社","平野　薫","青森県八戸市卸センター２－６－２７","0178-28-2111","太陽光","990.0 ","青森県三戸郡階上町角柄折３－７","0","990.0 ","Wednesday, March 06, 2013","0-20%"
"","A591039B02","ｅＬ・パワー株式会社","青野　正太郎","青森県八戸市新井田字外久保７－５４","0178-38-5385","太陽光","1,500.0 ","青森県三戸郡五戸町上市川大タルミ１－１","0","1,500.0 ","Wednesday, March 06, 2013","0-20%"
"","A591338B02","株式会社関電工","仲摩　俊男","東京都港区芝浦４－８－３３","03-5476-3860","太陽光","1,890.0 ","青森県十和田市大字赤沼字下平２６３－１３２","0","2,584.9 ","Thursday, March 07, 2013","開示不同意"
"","A591349B02","有限会社睦建設","伊東　睦","三沢市南町３－３１－２６９２","0176-53-2013","太陽光","500.0 ","青森県上北郡六戸町大字犬落瀬字佐野谷地３－１","1","500.0 ","Thursday, March 07, 2013","-"
"","A591356B02","株式会社田名部二本木エナジー","田名部　智之","三戸郡南部町大字沖田面字千刈５－３","0178-20-1414","太陽光","1,996.0 ","青森県三戸郡南部町法師岡字大平１－４","0","2,061.9 ","Thursday, March 07, 2013","開示不同意"
"","A591357B02","合同会社エコ・グリーン１号","笠原　弘和","東京都品川区東品川２－３－１４　東京フロントテラス２０Ｆ","03-5781-2522","太陽光","957.6 ","青森県八戸市市川町字長者久保１－３６","0","1,008.0 ","Thursday, March 07, 2013","開示不同意"
"","A591358B02","合同会社エコ・グリーン２号","奥田　泰司","東京都品川区東品川二丁目３番１４号　東京フロントテラス２０Ｆ","03-5781-8098","太陽光","898.5 ","青森県八戸市櫛引字矢崎沢２９","0","898.5 ","Thursday, March 07, 2013","0-20%"
"","A591615B02","アストモスリテイリング株式会社","濱田　和久","東京都千代田区丸の内１－７－１２サピアタワー２４階","022-304-1261","太陽光","500.0 ","青森県八戸市市川町字下揚１－１９","0","630.1 ","Monday, March 11, 2013","0-20%"
"","A591619B02","地代所建設株式会社","地代所　久恭","八戸市城下１－１７－２０","0178-43-0231","太陽光","998.0 ","青森県八戸市大字松館字水野平１７－１","0","1,002.8 ","Monday, March 11, 2013","0-20%"
"","A591625B02","はしかみ未来エナジーパーク株式会社","代表取締役　富岡　敏夫","三戸郡階上町蒼前西３－９－１１３１","0178-85-2698","太陽光","1,890.0 ","青森県三戸郡階上町赤保内字西山１８−１","0","2,254.0 ","Tuesday, March 19, 2013","開示不同意"
"","A591626B02","はしかみ未来エナジーパーク株式会社","富岡　敏夫","三戸郡階上町蒼前西３－９－１１３１","0178-85-2698","太陽光","750.0 ","青森県三戸郡階上町赤保内字西山１８−１","0","899.6 ","Tuesday, March 19, 2013","開示不同意"
"","A591635B02","合同会社ユーラス六ケ所太陽光","山本　勝公","青森県上北郡六ヶ所村倉内字笹崎１３０９－５","0175-73-8901","太陽光","115,000.0 ","青森県上北郡六ヶ所村大字鷹架字道ノ上１他","1","147,988.8 ","Tuesday, March 12, 2013","0-20%"
